country,cotas,resultado_cota,allocated_completes,CR_preenchido,Pessoas_Para_Recrutar
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C2', 'Female', 'Centro-Oeste')",48,0.7716763005780346820809248555,63
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C2', 'Male', 'Centro-Oeste')",22,0.7053140096618357487922705314,32
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D-E', 'Female', 'Centro-Oeste')",30,0.6807909604519774011299435028,45
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D-E', 'Male', 'Centro-Oeste')",16,0.6481481481481481481481481481,25
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'A', 'Female', 'Centro-Oeste')",5,0.8167330677290836653386454183,7
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'A', 'Male', 'Centro-Oeste')",6,0.7179487179487179487179487179,9
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B1', 'Female', 'Centro-Oeste')",7,0.8741007194244604316546762590,9
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B1', 'Male', 'Centro-Oeste')",10,0.8435643564356435643564356436,12
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B2', 'Female', 'Centro-Oeste')",29,0.7804878048780487804878048780,38
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B2', 'Male', 'Centro-Oeste')",17,0.8387096774193548387096774194,21
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C1', 'Female', 'Centro-Oeste')",29,0.7021276595744680851063829787,42
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C1', 'Male', 'Centro-Oeste')",20,0.7821522309711286089238845144,26
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Female', 'Centro-Oeste')",35,0.7689075630252100840336134454,46
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Male', 'Centro-Oeste')",13,0.7007299270072992700729927007,19
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'D-E', 'Female', 'Centro-Oeste')",25,0.7151335311572700296735905045,35
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'D-E', 'Male', 'Centro-Oeste')",9,0.5714285714285714285714285714,16
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'A', 'Female', 'Centro-Oeste')",6,0.8224852071005917159763313609,8
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'A', 'Male', 'Centro-Oeste')",4,0.8225806451612903225806451613,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B1', 'Female', 'Centro-Oeste')",6,0.7827868852459016393442622951,8
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B1', 'Male', 'Centro-Oeste')",6,0.8606557377049180327868852459,7
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B2', 'Female', 'Centro-Oeste')",13,0.6340206185567010309278350515,21
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B2', 'Male', 'Centro-Oeste')",11,0.6580645161290322580645161290,17
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'C1', 'Female', 'Centro-Oeste')",18,0.7366863905325443786982248521,25
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'C1', 'Male', 'Centro-Oeste')",11,0.8192090395480225988700564972,14
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'C2', 'Female', 'Centro-Oeste')",17,0.7027027027027027027027027027,25
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'C2', 'Male', 'Centro-Oeste')",10,0.6309523809523809523809523810,16
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'D-E', 'Female', 'Centro-Oeste')",12,0.7371428571428571428571428571,17
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'D-E', 'Male', 'Centro-Oeste')",10,0.69,15
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'A', 'Female', 'Centro-Oeste')",4,0.82,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'A', 'Male', 'Centro-Oeste')",3,0.7333333333333333333333333333,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B1', 'Female', 'Centro-Oeste')",3,0.8117647058823529411764705882,4
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B1', 'Male', 'Centro-Oeste')",4,0.7265625,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B2', 'Female', 'Centro-Oeste')",9,0.8160377358490566037735849057,12
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B2', 'Male', 'Centro-Oeste')",10,0.8502024291497975708502024291,12
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'C1', 'Female', 'Centro-Oeste')",10,0.8409090909090909090909090909,12
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'C1', 'Male', 'Centro-Oeste')",3,0.8627450980392156862745098039,4
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'C2', 'Female', 'Centro-Oeste')",9,0.6907216494845360824742268041,14
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'C2', 'Male', 'Centro-Oeste')",7,0.5,14
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'D-E', 'Female', 'Centro-Oeste')",6,0.5641025641025641025641025641,11
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'D-E', 'Male', 'Centro-Oeste')",3,0.4736842105263157894736842105,7
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'A', 'Female', 'Centro-Oeste')",3,0.6060606060606060606060606061,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'A', 'Male', 'Centro-Oeste')",4,0.7931034482758620689655172414,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B1', 'Female', 'Centro-Oeste')",3,0.7727272727272727272727272727,4
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B1', 'Male', 'Centro-Oeste')",7,0.8315217391304347826086956522,9
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B2', 'Female', 'Centro-Oeste')",7,0.6349206349206349206349206349,12
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B2', 'Male', 'Centro-Oeste')",10,0.66,16
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'C1', 'Female', 'Centro-Oeste')",6,0.6931818181818181818181818182,9
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'C1', 'Male', 'Centro-Oeste')",4,0.7569444444444444444444444444,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'C2', 'Female', 'Centro-Oeste')",6,0.4222222222222222222222222222,15
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'C2', 'Male', 'Centro-Oeste')",4,0.4736842105263157894736842105,9
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'D-E', 'Female', 'Centro-Oeste')",5,0.5454545454545454545454545455,10
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'D-E', 'Male', 'Centro-Oeste')",3,0.6666666666666666666666666667,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'C1', 'Female', 'Nordeste')",1,0.7425265188042430086788813886,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'C2', 'Female', 'Nordeste')",1,0.7405764966740576496674057650,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'C2', 'Male', 'Nordeste')",1,0.6898550724637681159420289855,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'D-E', 'Female', 'Nordeste')",1,0.7669435942282466112811543507,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'D-E', 'Male', 'Nordeste')",1,0.6868029739776951672862453532,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'C1', 'Female', 'Nordeste')",1,0.7763713080168776371308016878,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'C2', 'Female', 'Nordeste')",1,0.7721921136236217529433750701,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'C2', 'Male', 'Nordeste')",1,0.7045361667347772782999591336,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'D-E', 'Female', 'Nordeste')",2,0.7399439918533604887983706721,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'D-E', 'Male', 'Nordeste')",1,0.6718364469510045823052520268,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'B2', 'Female', 'Nordeste')",1,0.7985923118570655116404981050,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'B2', 'Male', 'Nordeste')",1,0.7348148148148148148148148148,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'C1', 'Female', 'Nordeste')",1,0.7730418943533697632058287796,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'C1', 'Male', 'Nordeste')",1,0.6887736198592071137458317896,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'C2', 'Female', 'Nordeste')",1,0.7595169335783670254660015752,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'C2', 'Male', 'Nordeste')",1,0.7095815795989106214409507304,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'D-E', 'Female', 'Nordeste')",2,0.7357843137254901960784313725,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'D-E', 'Male', 'Nordeste')",1,0.6835765577947648830206161686,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'C1', 'Female', 'Nordeste')",1,0.8024429102496016994158258099,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'C1', 'Male', 'Nordeste')",1,0.7392078326657765910102358700,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'C2', 'Female', 'Nordeste')",1,0.7837748344370860927152317881,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'C2', 'Male', 'Nordeste')",1,0.7315416420555227406969875960,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'D-E', 'Female', 'Nordeste')",1,0.7501359434475258292550299076,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'D-E', 'Male', 'Nordeste')",1,0.6946538725154215215901302262,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C2', 'Female', 'Nordeste')",1,0.8030400342539070862770284736,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D-E', 'Female', 'Nordeste')",1,0.7516425755584756898817345598,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Female', 'Nordeste')",1,0.7841287458379578246392896781,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D-E', 'Female', 'Nordeste')",1,0.7277280858676207513416815742,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'A', 'Female', 'Sul')",4,0.7222222222222222222222222222,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'A', 'Male', 'Sul')",4,0.7438016528925619834710743802,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'B1', 'Female', 'Sul')",4,0.8151658767772511848341232227,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'B1', 'Male', 'Sul')",3,0.7045454545454545454545454545,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'B2', 'Female', 'Sul')",14,0.7801147227533460803059273423,18
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'B2', 'Male', 'Sul')",12,0.7400468384074941451990632319,17
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'C1', 'Female', 'Sul')",20,0.7662007623888182973316391360,27
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'C1', 'Male', 'Sul')",12,0.7199074074074074074074074074,17
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'C2', 'Female', 'Sul')",23,0.7435897435897435897435897436,31
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'C2', 'Male', 'Sul')",12,0.7283653846153846153846153846,17
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'D-E', 'Female', 'Sul')",15,0.6949152542372881355932203390,22
BR,"('age_group', 'SEL', 'Gender', 'Region')","('13to17', 'D-E', 'Male', 'Sul')",6,0.6193181818181818181818181818,10
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'A', 'Female', 'Sul')",5,0.7829181494661921708185053381,7
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'A', 'Male', 'Sul')",5,0.6428571428571428571428571429,8
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'B1', 'Female', 'Sul')",5,0.7855421686746987951807228916,7
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'B1', 'Male', 'Sul')",4,0.7368421052631578947368421053,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'B2', 'Female', 'Sul')",16,0.7821543408360128617363344051,21
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'B2', 'Male', 'Sul')",13,0.7350917431192660550458715596,18
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'C1', 'Female', 'Sul')",26,0.7689463955637707948243992606,34
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'C1', 'Male', 'Sul')",16,0.6954773869346733668341708543,24
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'C2', 'Female', 'Sul')",37,0.7483636363636363636363636364,50
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'C2', 'Male', 'Sul')",16,0.6895424836601307189542483660,24
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'D-E', 'Female', 'Sul')",25,0.7438231469440832249674902471,34
BR,"('age_group', 'SEL', 'Gender', 'Region')","('18to19', 'D-E', 'Male', 'Sul')",11,0.7394695787831513260530421217,15
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'A', 'Female', 'Sul')",8,0.7854001759014951627088830255,11
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'A', 'Male', 'Sul')",6,0.6711635750421585160202360877,9
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'B1', 'Female', 'Sul')",6,0.7257019438444924406047516199,9
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'B1', 'Male', 'Sul')",6,0.7017994858611825192802056555,9
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'B2', 'Female', 'Sul')",25,0.8145129996119518820333721381,31
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'B2', 'Male', 'Sul')",18,0.7260677466863033873343151694,25
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'C1', 'Female', 'Sul')",41,0.7643905191873589164785553047,54
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'C1', 'Male', 'Sul')",27,0.7328027288231949971574758385,37
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'C2', 'Female', 'Sul')",56,0.7499426999770799908319963328,75
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'C2', 'Male', 'Sul')",29,0.6828877005347593582887700535,43
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'D-E', 'Female', 'Sul')",34,0.7236966824644549763033175355,47
BR,"('age_group', 'SEL', 'Gender', 'Region')","('20to24', 'D-E', 'Male', 'Sul')",17,0.6467661691542288557213930348,27
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'A', 'Female', 'Sul')",5,0.7776183644189383070301291248,7
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'A', 'Male', 'Sul')",5,0.7137014314928425357873210634,8
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B1', 'Female', 'Sul')",5,0.8281938325991189427312775330,7
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B1', 'Male', 'Sul')",4,0.7479166666666666666666666667,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B2', 'Female', 'Sul')",20,0.8081929555895865237366003063,25
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'B2', 'Male', 'Sul')",12,0.7205240174672489082969432314,17
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'C1', 'Female', 'Sul')",29,0.7958855673416907746705239473,37
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'C1', 'Male', 'Sul')",19,0.7406166219839142091152815013,26
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'C2', 'Female', 'Sul')",36,0.7795603089720736779560308972,47
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'C2', 'Male', 'Sul')",20,0.6996672212978369384359400998,29
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'D-E', 'Female', 'Sul')",24,0.7227722772277227722772277228,34
BR,"('age_group', 'SEL', 'Gender', 'Region')","('25to29', 'D-E', 'Male', 'Sul')",12,0.6412859560067681895093062606,19
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'A', 'Female', 'Sul')",5,0.8250883392226148409893992933,7
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'A', 'Male', 'Sul')",2,0.7616580310880829015544041451,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B1', 'Female', 'Sul')",5,0.8342036553524804177545691906,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B1', 'Male', 'Sul')",2,0.7910750507099391480730223124,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B2', 'Female', 'Sul')",17,0.8186546463245492371705963939,21
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'B2', 'Male', 'Sul')",9,0.7836538461538461538461538462,12
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C1', 'Female', 'Sul')",21,0.8077253218884120171673819742,26
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C1', 'Male', 'Sul')",12,0.6952908587257617728531855956,18
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C2', 'Female', 'Sul')",26,0.7837193460490463215258855586,34
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'C2', 'Male', 'Sul')",13,0.7110655737704918032786885246,19
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D-E', 'Female', 'Sul')",13,0.7190293742017879948914431673,19
BR,"('age_group', 'SEL', 'Gender', 'Region')","('30to34', 'D-E', 'Male', 'Sul')",7,0.7241379310344827586206896552,10
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'A', 'Female', 'Sul')",4,0.7751479289940828402366863905,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'A', 'Male', 'Sul')",2,0.8135245901639344262295081967,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'B1', 'Female', 'Sul')",5,0.8017492711370262390670553936,7
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'B1', 'Male', 'Sul')",2,0.8434622467771639042357274401,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'B2', 'Female', 'Sul')",16,0.8140513251998317206562894405,20
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'B2', 'Male', 'Sul')",8,0.8038485412787088764742396027,10
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C1', 'Female', 'Sul')",18,0.7785362153962836556693211983,24
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C1', 'Male', 'Sul')",9,0.6939970717423133235724743777,13
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Female', 'Sul')",19,0.7809204218600191754554170662,25
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'C2', 'Male', 'Sul')",10,0.7313432835820895522388059701,14
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D-E', 'Female', 'Sul')",11,0.7004219409282700421940928270,16
BR,"('age_group', 'SEL', 'Gender', 'Region')","('35to39', 'D-E', 'Male', 'Sul')",4,0.6218487394957983193277310924,7
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'A', 'Female', 'Sul')",3,0.8179551122194513715710723192,4
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'A', 'Male', 'Sul')",2,0.7493917274939172749391727494,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'B1', 'Female', 'Sul')",4,0.8170391061452513966480446927,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'B1', 'Male', 'Sul')",2,0.7852998065764023210831721470,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'B2', 'Female', 'Sul')",11,0.7900107411385606874328678840,14
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'B2', 'Male', 'Sul')",7,0.7755344418052256532066508314,10
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C1', 'Female', 'Sul')",14,0.7792321116928446771378708551,18
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C1', 'Male', 'Sul')",8,0.7798165137614678899082568807,11
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C2', 'Female', 'Sul')",14,0.7518493611297915265635507734,19
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'C2', 'Male', 'Sul')",7,0.6808988764044943820224719101,11
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D-E', 'Female', 'Sul')",8,0.7551724137931034482758620690,11
BR,"('age_group', 'SEL', 'Gender', 'Region')","('40to44', 'D-E', 'Male', 'Sul')",3,0.6325301204819277108433734940,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'A', 'Female', 'Sul')",2,0.7779661016949152542372881356,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'A', 'Male', 'Sul')",1,0.7318181818181818181818181818,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B1', 'Female', 'Sul')",3,0.7665260196905766526019690577,4
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B1', 'Male', 'Sul')",2,0.7954110898661567877629063098,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B2', 'Female', 'Sul')",10,0.8072146658781785925487876996,13
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'B2', 'Male', 'Sul')",6,0.7564259485924112607099143207,8
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C1', 'Female', 'Sul')",10,0.7789878283151825752722613709,13
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C1', 'Male', 'Sul')",7,0.6846275752773375594294770206,11
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Female', 'Sul')",10,0.7254004576659038901601830664,14
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'C2', 'Male', 'Sul')",5,0.6209677419354838709677419355,9
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'D-E', 'Female', 'Sul')",7,0.6102941176470588235294117647,12
BR,"('age_group', 'SEL', 'Gender', 'Region')","('45to49', 'D-E', 'Male', 'Sul')",3,0.5772357723577235772357723577,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'A', 'Female', 'Sul')",2,0.7471042471042471042471042471,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'A', 'Male', 'Sul')",1,0.7922077922077922077922077922,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B1', 'Female', 'Sul')",2,0.7837301587301587301587301587,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B1', 'Male', 'Sul')",2,0.8081632653061224489795918367,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B2', 'Female', 'Sul')",6,0.8109704641350210970464135021,8
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'B2', 'Male', 'Sul')",5,0.7786738351254480286738351254,7
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'C1', 'Female', 'Sul')",7,0.7744154057771664374140302613,10
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'C1', 'Male', 'Sul')",4,0.7301324503311258278145695364,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'C2', 'Female', 'Sul')",8,0.7448559670781893004115226337,11
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'C2', 'Male', 'Sul')",4,0.6970297029702970297029702970,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'D-E', 'Female', 'Sul')",5,0.6305732484076433121019108280,8
BR,"('age_group', 'SEL', 'Gender', 'Region')","('50to54', 'D-E', 'Male', 'Sul')",2,0.7813953488372093023255813953,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'A', 'Female', 'Sul')",1,0.7804878048780487804878048780,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'A', 'Male', 'Sul')",1,0.8080808080808080808080808081,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B1', 'Female', 'Sul')",1,0.7488372093023255813953488372,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B1', 'Male', 'Sul')",1,0.6983606557377049180327868852,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B2', 'Female', 'Sul')",3,0.7204545454545454545454545455,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'B2', 'Male', 'Sul')",3,0.7589576547231270358306188925,4
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'C1', 'Female', 'Sul')",4,0.7592592592592592592592592593,6
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'C1', 'Male', 'Sul')",3,0.7341040462427745664739884393,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'C2', 'Female', 'Sul')",5,0.6887254901960784313725490196,8
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'C2', 'Male', 'Sul')",2,0.6919642857142857142857142857,3
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'D-E', 'Female', 'Sul')",3,0.7054794520547945205479452055,5
BR,"('age_group', 'SEL', 'Gender', 'Region')","('55to59', 'D-E', 'Male', 'Sul')",1,0.5742574257425742574257425743,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'A', 'Female', 'Sul')",1,0.6633663366336633663366336634,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'A', 'Male', 'Sul')",1,0.7327188940092165898617511521,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B1', 'Female', 'Sul')",1,0.6819672131147540983606557377,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B1', 'Male', 'Sul')",1,0.6994818652849740932642487047,2
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B2', 'Female', 'Sul')",3,0.7816901408450704225352112676,4
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'B2', 'Male', 'Sul')",3,0.7644305772230889235569422777,4
BR,"('age_group', 'SEL', 'Gender', 'Region')","('60+', 'C1', 'Female', 'Sul')",4,0.6344647519582245430809399478,7
